/Users/nhristov/Library/Java/JavaVirtualMachines/azul-21.0.5/Contents/Home/bin/java -XX:TieredStopAtLevel=1 -Dspring.profiles.active=forth -Dspring.output.ansi.enabled=always -Dcom.sun.management.jmxremote -Dspring.jmx.enabled=true -Dspring.liveBeansView.mbeanDomain -Dspring.application.admin.enabled=true -Dmanagement.endpoints.jmx.exposure.include=* -javaagent:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=58418 -Dfile.encoding=UTF-8 -Dsun.stdout.encoding=UTF-8 -Dsun.stderr.encoding=UTF-8 -classpath /Users/nhristov/FINKI-MAGISTERSKI/CloudScalability/large-number-addition-client/target/classes:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-starter-web/3.4.5/spring-boot-starter-web-3.4.5.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-starter/3.4.5/spring-boot-starter-3.4.5.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot/3.4.5/spring-boot-3.4.5.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/3.4.5/spring-boot-autoconfigure-3.4.5.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-starter-logging/3.4.5/spring-boot-starter-logging-3.4.5.jar:/Users/nhristov/.m2/repository/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.jar:/Users/nhristov/.m2/repository/ch/qos/logback/logback-core/1.5.18/logback-core-1.5.18.jar:/Users/nhristov/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.24.3/log4j-to-slf4j-2.24.3.jar:/Users/nhristov/.m2/repository/org/apache/logging/log4j/log4j-api/2.24.3/log4j-api-2.24.3.jar:/Users/nhristov/.m2/repository/org/slf4j/jul-to-slf4j/2.0.17/jul-to-slf4j-2.0.17.jar:/Users/nhristov/.m2/repository/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar:/Users/nhristov/.m2/repository/org/yaml/snakeyaml/2.3/snakeyaml-2.3.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-starter-json/3.4.5/spring-boot-starter-json-3.4.5.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.18.3/jackson-databind-2.18.3.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.18.3/jackson-annotations-2.18.3.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.18.3/jackson-core-2.18.3.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.18.3/jackson-datatype-jdk8-2.18.3.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.18.3/jackson-datatype-jsr310-2.18.3.jar:/Users/nhristov/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.18.3/jackson-module-parameter-names-2.18.3.jar:/Users/nhristov/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/3.4.5/spring-boot-starter-tomcat-3.4.5.jar:/Users/nhristov/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.40/tomcat-embed-core-10.1.40.jar:/Users/nhristov/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/10.1.40/tomcat-embed-el-10.1.40.jar:/Users/nhristov/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/10.1.40/tomcat-embed-websocket-10.1.40.jar:/Users/nhristov/.m2/repository/org/springframework/spring-web/6.2.6/spring-web-6.2.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-beans/6.2.6/spring-beans-6.2.6.jar:/Users/nhristov/.m2/repository/io/micrometer/micrometer-observation/1.14.6/micrometer-observation-1.14.6.jar:/Users/nhristov/.m2/repository/io/micrometer/micrometer-commons/1.14.6/micrometer-commons-1.14.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-webmvc/6.2.6/spring-webmvc-6.2.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-aop/6.2.6/spring-aop-6.2.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-context/6.2.6/spring-context-6.2.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-expression/6.2.6/spring-expression-6.2.6.jar:/Users/nhristov/.m2/repository/org/slf4j/slf4j-api/2.0.17/slf4j-api-2.0.17.jar:/Users/nhristov/.m2/repository/org/springframework/spring-core/6.2.6/spring-core-6.2.6.jar:/Users/nhristov/.m2/repository/org/springframework/spring-jcl/6.2.6/spring-jcl-6.2.6.jar scalability.cloud.largenumberadditionclient.LargeNumberAdditionClientApplication

  .   ____          _            __ _ _
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 303500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 303750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 304000000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 304250000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 304500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 304750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 305000000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 305250000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 305500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 305750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 306000000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 306250000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 306500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 306750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 307000000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 307250000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 307500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 307750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 308000000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 308250000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 308500000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 308750000001 is less than 400000000000
2025-05-30T12:39:24.391+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 309000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 309250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 309500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 309750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 310000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 310250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 310500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 310750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 311000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 311250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 311500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 311750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 312000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 312250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 312500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 312750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 313000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 313250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 313500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 313750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 314000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 314250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 314500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 314750000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 315000000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 315250000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 315500000001 is less than 400000000000
2025-05-30T12:39:24.392+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 315750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 316000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 316250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 316500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 316750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 317000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 317250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 317500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 317750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 318000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 318250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 318500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 318750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 319000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 319250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 319500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 319750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 320000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 320250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 320500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 320750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 321000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 321250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 321500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 321750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 322000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 322250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 322500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 322750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 323000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 323250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 323500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 323750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 324000000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 324250000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 324500000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 324750000001 is less than 400000000000
2025-05-30T12:39:24.393+02:00  INFO 84211 --- [large-number-addition-client] [           main] s.c.largenumberadditionclient.Runner     : Current start is 325000000001 is less than 400000000000
